Straat,Huisnr,huisletter,postcode,Plaats,Status,Omschrijving,UniekNummer
Herbenusstraat,88,,6211 RE,Maastricht,kenmerkend,,GM-1455
Herbenusstraat,89,A,6211 RB,Maastricht,dominant,,GM-1456
Herbenusstraat,90,,6211 RE,Maastricht,kenmerkend,,GM-1458
Herbenusstraat,91,,6211 RB,Maastricht,kenmerkend,,GM-3607
Herbenusstraat,92,,6211 RE,Maastricht,kenmerkend,,GM-1459
Herbenusstraat,94,,6211 RE,Maastricht,kenmerkend,,GM-1460
Herbenusstraat,96,,6211 RE,Maastricht,kenmerkend,,GM-1461
Herbenusstraat,97,A,6211 RC,Maastricht,kenmerkend,,GM-1462
Herbenusstraat,98,,6211 RG,Maastricht,kenmerkend,,GM-1463
Herbenusstraat,99,A,6211 RC,Maastricht,kenmerkend,,GM-1464
Herbenusstraat,100,,6211 RG,Maastricht,kenmerkend,,GM-1397
Herbenusstraat,102,,6211 RG,Maastricht,kenmerkend,,GM-1398
Herbenusstraat,103,,6211 RC,Maastricht,kenmerkend,,GM-1399
Herbenusstraat,104,,6211 RG,Maastricht,kenmerkend,,GM-1400
Herbenusstraat,106,,6211 RG,Maastricht,kenmerkend,,GM-1401
Herbenusstraat,108,,6211 RG,Maastricht,kenmerkend,,GM-1402
Herbenusstraat,110,,6211 RG,Maastricht,kenmerkend,,GM-1403
Herbenusstraat,112,,6211 RG,Maastricht,kenmerkend,,GM-1404
Herbenusstraat,114,,6211 RG,Maastricht,kenmerkend,,GM-1405
Herbenusstraat,116,,6211 RG,Maastricht,kenmerkend,,GM-1406
Herbenusstraat,118,,6211 RG,Maastricht,kenmerkend,,GM-1407
Herbenusstraat,120,,6211 RG,Maastricht,kenmerkend,,GM-1409
Herbenusstraat,122,,6211 RG,Maastricht,kenmerkend,,GM-1410
Herbenusstraat,124,,6211 RG,Maastricht,kenmerkend,,GM-1411
Herbenusstraat,126,,6211 RG,Maastricht,kenmerkend,,GM-1413
Herbenusstraat,128,,6211 RG,Maastricht,cultuurhistorisch attentiegebied,,GM-1414
Herbenusstraat,128,,6211 RG,Maastricht,kenmerkend,,GM-1412
Herbenusstraat,130,,6211 RH,Maastricht,dominant,,GM-1415
Herbenusstraat,136,,6211 RH,Maastricht,dominant,,GM-1416
Herbenusstraat,138,,6211 RH,Maastricht,dominant,,GM-1417
Herbenusstraat,140,,6211 RH,Maastricht,kenmerkend,,GM-1418
Herbenusstraat,142,A,6211 RH,Maastricht,kenmerkend,,GM-1419
Herbenusstraat,144,A,6211 RH,Maastricht,dominant,,GM-1420
Herbenusstraat,146,,6211 RH,Maastricht,kenmerkend,,GM-1421
Herbenusstraat,148,A,6211 RH,Maastricht,dominant,,GM-1422
Herbenusstraat,150,,6211 RH,Maastricht,dominant,,GM-1424
Herbenusstraat,152,,6211 RH,Maastricht,kenmerkend,,GM-1425
Herbenusstraat,154,,6211 RH,Maastricht,kenmerkend,,GM-1426
Herbenusstraat,156,,6211 RH,Maastricht,kenmerkend,,GM-1427
Herbenusstraat,174,,6211 RJ,Maastricht,dominant,,GM-1428
Herbenusstraat,176,,6211 RJ,Maastricht,dominant,,GM-1429
Herbenusstraat,180,,6211 RJ,Maastricht,dominant,,GM-1431
Herbenusstraat,182,A,6211 RJ,Maastricht,dominant,,GM-1432
Herbenusstraat,184,A,6211 RJ,Maastricht,kenmerkend,,GM-1433
Herbenusstraat,186,,6211 RJ,Maastricht,dominant,,GM-1434
Herbenusstraat,188,,6211 RJ,Maastricht,dominant,,GM-1435
Herbenusstraat,190,,6211 RJ,Maastricht,kenmerkend,,GM-1437
Hertogsingel,1,,6211 NC,Maastricht,cultuurhistorisch attentiegebied,,GM-1465
Hertogsingel,2,,6214 AD,Maastricht,kenmerkend,woonhuis,GM-2481
Hertogsingel,4,,6214 AD,Maastricht,kenmerkend,woonhuis,GM-2482
Hertogsingel,6,,6214 AD,Maastricht,kenmerkend,woonhuis,GM-2483
Hertogsingel,8,,6214 AD,Maastricht,kenmerkend,woonhuis,GM-2484
Hertogsingel,10,,6214 AD,Maastricht,kenmerkend,woonhuis,GM-2485
Hertogsingel,12,,6214 AD,Maastricht,dominant,woonhuis,GM-2486
Hertogsingel,14,,6214 AD,Maastricht,dominant,woonhuis,GM-2487
Hertogsingel,16,,6214 AD,Maastricht,dominant,woonhuis,GM-2488
Hertogsingel,18,,6214 AD,Maastricht,kenmerkend,woonhuis,GM-2489
Hertogsingel,20,,6214 AD,Maastricht,kenmerkend,woonhuis,GM-2490
Hertogsingel,22,,6214 AD,Maastricht,kenmerkend,woonhuis,GM-2491
Hertogsingel,24,,6214 AD,Maastricht,kenmerkend,woonhuis,GM-2493
Hertogsingel,26,,6214 AD,Maastricht,kenmerkend,woonhuis,GM-2494
Hertogsingel,28,,6214 AD,Maastricht,kenmerkend,woonhuis,GM-2495
Hertogsingel,30,,6214 AD,Maastricht,kenmerkend,woonhuis,GM-2496
Hertogsingel,32,,6214 AD,Maastricht,kenmerkend,woonhuis,GM-2498
Hertogsingel,34,,6214 AD,Maastricht,kenmerkend,woonhuis,GM-2499
Hertogsingel,36,,6214 AD,Maastricht,kenmerkend,woonhuis,GM-2500
Hertogsingel,38,,6214 AD,Maastricht,kenmerkend,woonhuis,GM-2502
Hertogsingel,40,,6214 AE,,dominant,woonhuis,GM-2504
Hertogsingel,42,,6214 AE,Maastricht,dominant,woonhuis,GM-2505
Hertogsingel,44,,6214 AE,Maastricht,dominant,woonhuis,GM-2506
Hertogsingel,46,,6214 AE,Maastricht,dominant,woonhuis,GM-2507
Hertogsingel,48,,6214 AE,Maastricht,dominant,woonhuis,GM-2508
Hertogsingel,50,,6214 AE,Maastricht,dominant,woonhuis,GM-2509
Hertogsingel,52,,6214 AE,Maastricht,dominant,woonhuis,GM-2510
Hertogsingel,53,,6211 ND,Maastricht,dominant,,GM-1466
Hertogsingel,54,,6214 AE,Maastricht,dominant,woonhuis,GM-2511
Hertogsingel,55,A,6211 ND,Maastricht,dominant,,GM-1467
Hertogsingel,56,,6214 AE,Maastricht,kenmerkend,woonhuis,GM-2512
Hertogsingel,57,,6211 NE,Maastricht,dominant,,GM-1468
Hertogsingel,58,A,6214 AE,Maastricht,kenmerkend,woonhuis,GM-2517
Hertogsingel,58,C,6214 AE,Maastricht,dominant,woonhuis,GM-2514
Hertogsingel,60,C,6214 AE,Maastricht,kenmerkend,woonhuis,GM-2521
Hertogsingel,64,,6214 AE,Maastricht,dominant,woonhuis,GM-2524
Hertogsingel,66,,6214 AE,Maastricht,dominant,woonhuis,GM-2525
Hertogsingel,68,,6214 AE,Maastricht,dominant,woonhuis,GM-2526
Hertogsingel,70,,6214 AG,Maastricht,dominant,woonhuis,GM-2528
Hertogsingel,72,,6214 AG,Maastricht,dominant,woonhuis,GM-2530
Hertogsingel,74,,6214 AG,Maastricht,dominant,woonhuis,GM-2531
Hertogsingel,76,,6214 AG,Maastricht,dominant,woonhuis,GM-2532
Hertogsingel,78,,6214 AG,Maastricht,dominant,woonhuis,GM-2533
Hertogsingel,80,,6214 AG,Maastricht,dominant,woonhuis,GM-2534
Hertogsingel,82,,6214 AG,Maastricht,dominant,woonhuis,GM-2535
Hertogsingel,84,,6214 AG,Maastricht,dominant,woonhuis,GM-2536
Hertogsingel,88,,6214 AG,Maastricht,dominant,woonhuis,GM-2537
Hertogsingel,90,,6214 AG,Maastricht,dominant,woonhuis,GM-2538
Hertogsingel,92,,6214 AG,Maastricht,dominant,woonhuis,GM-2539
Hertogsingel,96,,6214 AG,Maastricht,dominant,woonhuis,GM-2540
Hertogsingel,97,,6211 NE,Maastricht,dominant,,GM-1470
Hertogsingel,99,,6211 NE,Maastricht,dominant,,GM-1471
Hertogsingel,100,A,6214 AG,Maastricht,kenmerkend,woonhuis,GM-2543
Hertogsingel,102,,6214 AG,Maastricht,dominant,woonhuis,GM-2544
Hertogsingel,104,,6214 AG,Maastricht,dominant,woonhuis,GM-2545
Hertogsingel,106,,6214 AG,Maastricht,dominant,woonhuis,GM-2546
Hertogsingel,108,,6214 AG,Maastricht,dominant,woonhuis,GM-2548
Hertogsingel / Tongerseweg,,,,Maastricht,waardevol cultuurhistorisch element,standbeeld,GM-2549
Heserstraat,,,,,waardevol groenelement,boom,GM-2551
Heserstraat,,,,,waardevol groenelement,holle weg,GM-2553
Heserstraat,20,,6216 TP,Maastricht,waardevol groenelement,haag,GM-2550
Heserstraat / Goudenweg,,,,,waardevol groenelement,bomen bij kruis,GM-2555
Heserstraat / Goudenweg,,,,Maastricht,waardevol cultuurhistorisch element,kruis,GM-2554
Het Bat,,,,Maastricht,waardevol cultuurhistorisch element,beeld mercurius,GM-1480
Het Bat,13,,6211 EZ,Maastricht,dominant,,GM-1472
Het Bat,14,,6211 EZ,Maastricht,dominant,,GM-1473
Het Bat,15,,6211 EZ,Maastricht,dominant,,GM-1474
Het Bat,17,,6211 EZ,Maastricht,kenmerkend,,GM-1476
Het Bat,21,,6211 EZ,Maastricht,kenmerkend,,GM-1477
Het Bat,23,,6211 EZ,Maastricht,kenmerkend,,GM-1478
Het Bat,24,,6211 EZ,Maastricht,kenmerkend,,GM-1479
Heugemer Kerkstraat,13,,6229 AH,Maastricht,dominant,boerderij,GM-3708
Heugemer molenstraat,17,,6229 AK,Maastricht,waardevol cultuurhistorisch element,mariabeeld in gevelnis,GM-3724
Heugemer Pastoorsstraat,12,,6229 AG,Maastricht,dominant,school,GM-3709
Heugemer Pastoorsstraat,15,,6229 AG,Maastricht,dominant,kerk,GM-3710
Heugemer Pastoorsstraat,17,,6229 AG,Maastricht,kenmerkend,pastorie,GM-3711
Heugemer Pastoorstraat,15,,,Maastricht,waardevol cultuurhistorisch element,grafkruizen,GM-3726
Heugemerstraat,90,A,6229 AS,Maastricht,kenmerkend,woonhuis,GM-3712
Heugemerstraat,100,,6229 AT,Maastricht,dominant,woonhuis,GM-3713
